SiteId,WsWaIdx,DateHrGmt,DateHrLwt,Tsfc_F,Tdew_F,Twet_F,Rh_PCT,Psfc_MB,CldCov_PCT,Twc_F,Tapp_F,Spd_KTS,Dir_DEG,PcpPrevHr_IN,DnSol_WsqM,DiffHorz_WsqM,DirNormIr_WsqM,Spd_MPH
Madrid History 2012,581525,2012-05-23-10,2012-05-23-11,66.8,48.0,55.5,51,941.0,0,66.8,66.8,6,150,0.00,788,156,820,7
Madrid History 2012,581525,2012-05-23-11,2012-05-23-12,70.4,48.0,56.8,45,941.0,0,70.4,75.4,5,200,0.00,913,188,830,6
Madrid History 2012,581525,2012-05-23-12,2012-05-23-13,75.6,49.8,59.6,40,941.0,2,75.6,76.8,2,360,0.00,985,196,849,2
Madrid History 2012,581525,2012-05-23-13,2012-05-23-14,77.3,49.7,60.3,38,940.9,5,77.3,77.6,3,360,0.00,996,194,854,3
Madrid History 2012,581525,2012-05-23-14,2012-05-23-15,77.7,48.5,59.7,36,939.6,5,77.7,77.7,4,0,0.00,954,197,841,5
Madrid History 2012,581525,2012-05-23-15,2012-05-23-16,80.6,46.2,60.3,30,940.0,2,80.6,80.6,3,360,0.00,856,175,834,3
Madrid History 2012,581525,2012-05-23-16,2012-05-23-17,80.5,46.3,59.0,30,940.0,0,80.5,80.5,4,20,0.00,711,132,837,5
Madrid History 2012,581525,2012-05-23-17,2012-05-23-18,82.1,46.5,59.9,29,940.0,0,82.1,82.1,3,360,0.00,532,106,796,3
Madrid History 2012,581525,2012-05-23-18,2012-05-23-19,71.6,49.1,58.2,45,938.9,0,71.6,75.7,2,340,0.00,334,92,674,2
Madrid History 2012,581525,2012-05-23-19,2012-05-23-20,66.2,44.5,54.0,45,938.4,0,66.2,66.2,3,350,0.00,140,66,428,3
Madrid History 2012,581525,2012-05-23-20,2012-05-23-21,62.8,42.7,51.8,48,935.5,0,62.8,62.8,4,340,0.00,12,12,0,5
Madrid History 2012,581525,2012-05-23-21,2012-05-23-22,63.2,42.3,51.4,46,936.0,0,63.2,63.2,5,350,0.00,0,0,0,6
Madrid History 2012,581525,2012-05-23-22,2012-05-23-23,62.5,42.0,50.1,47,936.3,0,62.4,62.4,6,0,0.00,0,0,0,7
Madrid History 2012,581525,2012-05-23-23,2012-05-24-00,61.4,41.6,50.4,48,936.6,0,60.9,60.9,6,10,0.00,0,0,0,7
Madrid History 2012,581525,2012-05-24-00,2012-05-24-01,60.2,41.4,49.3,50,936.6,0,59.4,59.4,6,20,0.00,0,0,0,7
Madrid History 2012,581525,2012-05-24-01,2012-05-24-02,59.4,41.4,49.5,51,936.4,0,58.3,58.3,6,30,0.00,0,0,0,7
Madrid History 2012,581525,2012-05-24-02,2012-05-24-03,57.6,41.5,48.9,55,935.9,0,56.4,56.4,6,30,0.00,0,0,0,7
Madrid History 2012,581525,2012-05-24-03,2012-05-24-04,56.0,41.3,47.9,58,935.6,0,54.8,54.8,5,30,0.00,0,0,0,6
Madrid History 2012,581525,2012-05-24-04,2012-05-24-05,54.8,41.0,46.7,60,935.5,0,53.7,53.7,5,30,0.00,0,0,0,6
Madrid History 2012,581525,2012-05-24-05,2012-05-24-06,54.1,40.8,46.9,61,935.5,0,53.0,53.0,4,30,0.00,0,0,0,5
Madrid History 2012,581525,2012-05-24-06,2012-05-24-07,58.3,42.0,48.9,55,935.7,0,58.3,58.3,4,30,0.00,49,36,128,5
Madrid History 2012,581525,2012-05-24-07,2012-05-24-08,64.7,41.1,51.8,42,940.0,0,64.7,64.7,6,20,0.00,226,70,541,7
Madrid History 2012,581525,2012-05-24-08,2012-05-24-09,69.8,42.9,54.9,38,935.9,0,69.8,69.8,2,70,0.00,427,88,723,2
Madrid History 2012,581525,2012-05-24-09,2012-05-24-10,75.6,42.7,56.8,31,935.3,0,75.6,75.8,2,110,0.00,620,110,803,2
Madrid History 2012,581525,2012-05-24-10,2012-05-24-11,80.9,42.0,58.4,25,934.8,0,80.9,80.9,2,160,0.00,785,143,832,2
Madrid History 2012,581525,2012-05-24-11,2012-05-24-12,84.0,41.6,58.5,22,934.4,0,84.0,84.0,2,190,0.00,909,171,846,2
Madrid History 2012,581525,2012-05-24-12,2012-05-24-13,85.9,41.2,59.2,21,934.0,0,85.9,85.9,2,210,0.00,982,175,867,2
Madrid History 2012,581525,2012-05-24-13,2012-05-24-14,84.7,38.3,58.4,19,933.7,0,84.7,84.7,4,210,0.00,1002,166,889,5
Madrid History 2012,581525,2012-05-24-14,2012-05-24-15,85.3,38.4,58.4,19,933.0,0,85.3,85.3,4,220,0.00,959,165,882,5
Madrid History 2012,581525,2012-05-24-15,2012-05-24-16,85.7,38.7,58.4,19,932.2,0,85.7,85.7,3,230,0.00,862,152,869,3
Madrid History 2012,581525,2012-05-24-16,2012-05-24-17,85.2,39.3,58.8,20,931.9,0,85.2,85.2,3,240,0.00,717,118,864,3
Madrid History 2012,581525,2012-05-24-17,2012-05-24-18,82.8,45.2,60.4,27,931.7,0,82.8,82.8,1,220,0.00,537,103,807,1
Madrid History 2012,581525,2012-05-24-18,2012-05-24-19,72.1,46.3,56.8,40,931.5,0,72.1,75.3,2,210,0.00,338,88,692,2
Madrid History 2012,581525,2012-05-24-19,2012-05-24-20,64.0,41.0,50.7,43,931.6,0,64.0,64.0,2,230,0.00,142,63,449,2
Madrid History 2012,581525,2012-05-24-20,2012-05-24-21,63.3,41.2,50.9,44,931.5,13,63.3,63.3,1,240,0.00,13,13,0,1
Madrid History 2012,581525,2012-05-24-21,2012-05-24-22,61.1,46.4,52.7,59,931.7,50,61.1,61.1,1,300,0.00,0,0,0,1
Madrid History 2012,581525,2012-05-24-22,2012-05-24-23,60.4,46.2,51.2,59,931.5,73,60.4,60.4,1,320,0.00,0,0,0,1
Madrid History 2012,581525,2012-05-24-23,2012-05-25-00,59.7,45.8,51.4,60,931.3,74,59.7,59.7,1,350,0.00,0,0,0,1
Madrid History 2012,581525,2012-05-25-00,2012-05-25-01,59.1,43.7,50.8,57,931.1,64,59.1,59.1,1,100,0.00,0,0,0,1
Madrid History 2012,581525,2012-05-25-01,2012-05-25-02,58.3,42.0,48.9,55,931.0,69,58.3,58.3,3,150,0.00,0,0,0,3
Madrid History 2012,581525,2012-05-25-02,2012-05-25-03,58.4,39.1,47.7,49,930.8,83,58.4,58.4,4,130,0.00,0,0,0,5
Madrid History 2012,581525,2012-05-25-03,2012-05-25-04,58.0,39.4,47.9,50,930.7,58,57.7,57.7,4,110,0.00,0,0,0,5
Madrid History 2012,581525,2012-05-25-04,2012-05-25-05,55.9,39.6,47.2,54,930.8,20,55.5,55.5,4,100,0.00,0,0,0,5
Madrid History 2012,581525,2012-05-25-05,2012-05-25-06,54.1,40.0,46.6,59,931.0,5,53.6,53.6,4,90,0.00,0,0,0,5
Madrid History 2012,581525,2012-05-25-06,2012-05-25-07,59.3,42.4,50.2,54,931.0,2,59.3,59.3,3,80,0.00,49,37,121,3
Madrid History 2012,581525,2012-05-25-07,2012-05-25-08,68.1,41.2,53.3,37,935.4,1,68.1,68.1,3,110,0.00,225,73,523,3
Madrid History 2012,581525,2012-05-25-08,2012-05-25-09,73.4,42.9,56.1,33,935.4,0,73.4,75.1,3,120,0.00,424,91,707,3
Madrid History 2012,581525,2012-05-25-09,2012-05-25-10,73.7,44.6,56.7,35,935.3,3,73.7,75.4,2,360,0.00,615,112,792,2
Madrid History 2012,581525,2012-05-25-10,2012-05-25-11,75.6,46.2,58.1,35,934.4,3,75.6,76.3,2,360,0.00,780,149,816,2
Madrid History 2012,581525,2012-05-25-11,2012-05-25-12,77.4,47.9,59.4,35,934.3,39,77.4,77.4,2,350,0.00,904,183,825,2
Madrid History 2012,581525,2012-05-25-12,2012-05-25-13,79.1,48.1,60.4,34,934.3,62,79.1,79.1,5,140,0.00,974,188,844,6
Madrid History 2012,581525,2012-05-25-13,2012-05-25-14,80.8,48.1,61.0,32,933.4,78,80.8,80.8,5,180,0.00,964,190,822,6
Madrid History 2012,581525,2012-05-25-14,2012-05-25-15,82.5,46.4,60.8,28,933.4,78,82.5,82.5,6,200,0.00,841,304,594,7
Madrid History 2012,581525,2012-05-25-15,2012-05-25-16,82.4,44.6,60.0,26,932.5,36,82.4,82.4,11,200,0.00,730,300,525,13
Madrid History 2012,581525,2012-05-25-16,2012-05-25-17,85.8,48.1,61.6,27,932.5,18,85.8,85.8,9,230,0.00,643,170,680,10
Madrid History 2012,581525,2012-05-25-17,2012-05-25-18,82.2,46.4,59.5,28,931.6,11,82.2,82.2,7,220,0.00,491,109,707,8
Madrid History 2012,581525,2012-05-25-18,2012-05-25-19,79.1,44.7,58.7,29,927.3,9,79.1,79.1,6,240,0.00,316,71,673,7
Madrid History 2012,581525,2012-05-25-19,2012-05-25-20,72.6,42.3,54.8,33,927.6,0,72.6,74.8,6,250,0.00,139,61,439,7
Madrid History 2012,581525,2012-05-25-20,2012-05-25-21,68.3,41.1,53.3,37,927.5,1,68.3,68.3,6,260,0.00,13,13,0,7
Madrid History 2012,581525,2012-05-25-21,2012-05-25-22,65.2,40.4,51.3,40,928.4,9,65.2,65.2,6,270,0.00,0,0,0,7
Madrid History 2012,581525,2012-05-25-22,2012-05-25-23,62.1,40.1,49.5,44,929.0,21,62.1,62.1,5,270,0.00,0,0,0,6
Madrid History 2012,581525,2012-05-25-23,2012-05-26-00,59.5,39.8,48.9,48,929.6,28,59.3,59.3,5,270,0.00,0,0,0,6
Madrid History 2012,581525,2012-05-26-00,2012-05-26-01,57.6,39.8,48.1,51,929.9,39,57.1,57.1,4,280,0.00,0,0,0,5
Madrid History 2012,581525,2012-05-26-01,2012-05-26-02,58.1,41.4,48.7,54,930.0,47,57.2,57.2,6,280,0.00,0,0,0,7
Madrid History 2012,581525,2012-05-26-02,2012-05-26-03,55.5,42.0,48.5,61,930.1,62,54.5,54.5,5,290,0.00,0,0,0,6
Madrid History 2012,581525,2012-05-26-03,2012-05-26-04,53.2,42.7,46.4,67,930.5,60,52.4,52.4,4,300,0.00,0,0,0,5
Madrid History 2012,581525,2012-05-26-04,2012-05-26-05,51.2,43.2,45.9,74,931.0,59,50.6,50.6,3,310,0.00,0,0,0,3
Madrid History 2012,581525,2012-05-26-05,2012-05-26-06,50.0,43.3,44.9,78,931.4,57,49.4,49.4,3,320,0.00,0,0,0,3
Madrid History 2012,581525,2012-05-26-06,2012-05-26-07,54.2,43.8,48.2,68,931.8,52,54.2,54.2,3,320,0.00,48,38,89,3
Madrid History 2012,581525,2012-05-26-07,2012-05-26-08,58.3,44.0,49.7,59,932.5,58,58.2,58.2,4,260,0.00,217,81,466,5
Madrid History 2012,581525,2012-05-26-08,2012-05-26-09,63.4,42.8,51.6,47,932.3,66,63.4,63.4,4,260,0.00,415,101,665,5
Madrid History 2012,581525,2012-05-26-09,2012-05-26-10,68.0,38.9,51.2,34,932.4,62,68.0,68.0,5,250,0.00,603,127,749,6
Madrid History 2012,581525,2012-05-26-10,2012-05-26-11,71.4,35.7,51.8,27,932.3,46,71.4,73.2,5,240,0.00,774,150,806,6
Madrid History 2012,581525,2012-05-26-11,2012-05-26-12,74.0,32.9,52.7,22,932.0,34,74.0,74.0,6,230,0.00,911,154,865,7
Madrid History 2012,581525,2012-05-26-12,2012-05-26-13,70.1,42.4,54.6,37,936.3,84,70.1,74.5,5,190,0.00,990,181,867,6
Madrid History 2012,581525,2012-05-26-13,2012-05-26-14,70.2,37.2,52.7,30,935.4,60,70.2,73.4,9,180,0.00,1000,162,889,10
Madrid History 2012,581525,2012-05-26-14,2012-05-26-15,71.9,38.9,53.9,30,935.4,73,71.9,74.0,10,220,0.00,958,166,875,12
Madrid History 2012,581525,2012-05-26-15,2012-05-26-16,73.5,37.2,54.3,27,935.4,78,73.5,74.1,9,240,0.00,851,149,855,10
Madrid History 2012,581525,2012-05-26-16,2012-05-26-17,73.5,37.2,54.3,27,935.4,53,73.5,74.1,8,240,0.00,707,117,847,9
Madrid History 2012,581525,2012-05-26-17,2012-05-26-18,73.3,35.6,52.4,25,935.4,41,73.3,73.7,9,230,0.00,534,94,812,10
Madrid History 2012,581525,2012-05-26-18,2012-05-26-19,73.0,35.6,52.4,25,934.5,94,73.0,73.6,7,220,0.00,341,77,721,8
Madrid History 2012,581525,2012-05-26-19,2012-05-26-20,66.2,34.3,49.1,31,934.3,98,66.2,66.2,6,240,0.00,147,59,486,7
Madrid History 2012,581525,2012-05-26-20,2012-05-26-21,59.9,31.5,45.8,34,932.4,98,59.4,59.4,6,250,0.00,14,14,0,7
Madrid History 2012,581525,2012-05-26-21,2012-05-26-22,57.3,32.4,45.6,39,932.7,98,56.4,56.4,5,270,0.00,0,0,0,6
Madrid History 2012,581525,2012-05-26-22,2012-05-26-23,55.4,34.0,43.7,44,933.2,16,54.3,54.3,5,290,0.00,0,0,0,6
Madrid History 2012,581525,2012-05-26-23,2012-05-27-00,53.6,35.4,44.9,50,933.6,9,52.3,52.3,5,310,0.00,0,0,0,6
Madrid History 2012,581525,2012-05-27-00,2012-05-27-01,52.4,36.7,44.3,55,933.8,24,50.7,50.7,5,320,0.00,0,0,0,6
Madrid History 2012,581525,2012-05-27-01,2012-05-27-02,50.0,39.4,43.2,67,933.4,18,49.4,49.4,3,330,0.00,0,0,0,3
Madrid History 2012,581525,2012-05-27-02,2012-05-27-03,49.9,39.0,43.0,66,933.1,24,48.3,48.3,4,340,0.00,0,0,0,5
Madrid History 2012,581525,2012-05-27-03,2012-05-27-04,49.7,39.3,43.3,68,933.0,24,47.6,47.6,5,340,0.00,0,0,0,6
Madrid History 2012,581525,2012-05-27-04,2012-05-27-05,49.1,39.5,43.6,70,933.4,16,46.6,46.6,5,340,0.00,0,0,0,6
Madrid History 2012,581525,2012-05-27-05,2012-05-27-06,48.6,39.7,43.8,71,933.9,22,45.8,45.8,6,340,0.00,0,0,0,7
Madrid History 2012,581525,2012-05-27-06,2012-05-27-07,51.9,40.3,46.1,65,934.3,61,49.8,49.8,5,340,0.00,53,38,141,6
Madrid History 2012,581525,2012-05-27-07,2012-05-27-08,56.9,41.2,47.5,56,934.5,56,56.4,56.4,4,360,0.00,231,70,554,5
Madrid History 2012,581525,2012-05-27-08,2012-05-27-09,64.8,41.7,52.1,43,934.4,20,64.8,64.8,3,350,0.00,433,88,731,3
Madrid History 2012,581525,2012-05-27-09,2012-05-27-10,70.8,40.8,53.8,34,934.4,17,70.8,74.2,3,330,0.00,628,109,813,3
Madrid History 2012,581525,2012-05-27-10,2012-05-27-11,66.8,42.7,53.2,42,937.2,14,66.8,66.8,2,360,0.00,794,144,839,2
Madrid History 2012,581525,2012-05-27-11,2012-05-27-12,70.3,42.7,54.6,37,937.2,15,70.3,74.6,2,340,0.00,918,175,848,2
Madrid History 2012,581525,2012-05-27-12,2012-05-27-13,73.4,41.6,54.5,32,935.7,26,73.4,74.8,1,270,0.00,991,178,871,1
Madrid History 2012,581525,2012-05-27-13,2012-05-27-14,73.8,44.3,56.7,35,936.3,29,73.8,75.4,2,360,0.00,1012,196,864,2
Madrid History 2012,581525,2012-05-27-14,2012-05-27-15,75.4,42.5,56.8,31,936.2,32,75.4,75.7,3,360,0.00,969,186,865,3
Madrid History 2012,581525,2012-05-27-15,2012-05-27-16,77.1,42.4,57.4,29,935.4,36,77.1,77.1,4,240,0.00,870,168,854,5
Madrid History 2012,581525,2012-05-27-16,2012-05-27-17,80.4,42.4,57.6,26,935.4,39,80.4,80.4,3,360,0.00,723,123,860,3
Madrid History 2012,581525,2012-05-27-17,2012-05-27-18,78.6,40.8,56.4,26,935.4,49,78.6,78.6,4,280,0.00,540,97,815,5
Madrid History 2012,581525,2012-05-27-18,2012-05-27-19,71.0,41.7,54.1,35,935.1,65,71.0,74.4,4,290,0.00,336,75,709,5
Madrid History 2012,581525,2012-05-27-19,2012-05-27-20,66.1,40.2,51.1,39,934.3,95,66.1,66.1,4,320,0.00,135,50,463,5
Madrid History 2012,581525,2012-05-27-20,2012-05-27-21,63.4,36.9,49.2,37,931.8,98,63.4,63.4,6,340,0.00,13,13,0,7
Madrid History 2012,581525,2012-05-27-21,2012-05-27-22,62.4,37.7,48.6,40,931.9,98,62.2,62.2,6,350,0.00,0,0,0,7
Madrid History 2012,581525,2012-05-27-22,2012-05-27-23,61.3,38.3,49.0,42,932.1,96,61.0,61.0,6,360,0.00,0,0,0,7
Madrid History 2012,581525,2012-05-27-23,2012-05-28-00,60.3,38.6,48.3,45,932.4,94,59.8,59.8,6,0,0.00,0,0,0,7
Madrid History 2012,581525,2012-05-28-00,2012-05-28-01,59.2,38.9,48.7,47,932.5,80,58.6,58.6,5,0,0.00,0,0,0,6
Madrid History 2012,581525,2012-05-28-01,2012-05-28-02,58.7,40.3,47.9,50,932.2,54,57.9,57.9,5,0,0.00,0,0,0,6
Madrid History 2012,581525,2012-05-28-02,2012-05-28-03,57.5,40.4,48.5,53,932.0,31,56.4,56.4,6,0,0.00,0,0,0,7
Madrid History 2012,581525,2012-05-28-03,2012-05-28-04,56.5,40.8,47.5,56,931.8,21,55.2,55.2,6,0,0.00,0,0,0,7
Madrid History 2012,581525,2012-05-28-04,2012-05-28-05,55.4,41.4,48.1,59,931.8,11,54.0,54.0,6,0,0.00,0,0,0,7
Madrid History 2012,581525,2012-05-28-05,2012-05-28-06,54.8,41.9,47.1,62,931.8,11,53.1,53.1,6,0,0.00,0,0,0,7
Madrid History 2012,581525,2012-05-28-06,2012-05-28-07,57.8,43.1,49.5,58,932.0,23,56.9,56.9,5,0,0.00,53,38,130,6
Madrid History 2012,581525,2012-05-28-07,2012-05-28-08,63.3,44.4,52.3,50,931.8,28,63.3,63.3,5,20,0.00,227,74,523,6
Madrid History 2012,581525,2012-05-28-08,2012-05-28-09,68.4,44.5,54.6,42,931.5,38,68.4,68.4,4,50,0.00,425,92,702,5
Madrid History 2012,581525,2012-05-28-09,2012-05-28-10,73.9,42.5,55.8,32,931.3,32,73.9,75.2,3,90,0.00,615,115,782,3
Madrid History 2012,581525,2012-05-28-10,2012-05-28-11,79.7,39.8,56.9,24,931.2,26,79.7,79.7,2,130,0.00,780,146,817,2
Madrid History 2012,581525,2012-05-28-11,2012-05-28-12,82.5,38.6,58.1,21,931.1,17,82.5,82.5,3,170,0.00,906,167,843,3
Madrid History 2012,581525,2012-05-28-12,2012-05-28-13,82.0,35.9,56.2,19,930.6,11,82.0,82.0,3,190,0.00,981,161,877,3
Madrid History 2012,581525,2012-05-28-13,2012-05-28-14,82.8,35.0,56.9,18,929.7,2,82.8,82.8,3,200,0.00,1000,155,895,3
Madrid History 2012,581525,2012-05-28-14,2012-05-28-15,80.8,46.0,59.9,29,934.3,5,80.8,80.8,3,360,0.00,960,191,848,3
Madrid History 2012,581525,2012-05-28-15,2012-05-28-16,80.2,43.9,58.3,28,933.2,44,80.2,80.2,3,340,0.00,864,170,843,3
Madrid History 2012,581525,2012-05-28-16,2012-05-28-17,82.3,46.0,59.5,28,933.4,60,82.3,82.3,2,360,0.00,710,128,832,2
Madrid History 2012,581525,2012-05-28-17,2012-05-28-18,80.1,45.8,59.0,30,932.7,67,80.1,80.1,3,340,0.00,520,96,777,3
Madrid History 2012,581525,2012-05-28-18,2012-05-28-19,71.0,45.9,55.7,41,932.0,39,71.0,75.2,1,330,0.00,314,77,640,1
Madrid History 2012,581525,2012-05-28-19,2012-05-28-20,69.9,40.3,53.8,34,928.6,32,69.9,69.9,3,250,0.00,142,55,467,3
Madrid History 2012,581525,2012-05-28-20,2012-05-28-21,66.3,36.6,50.9,33,929.0,47,66.3,66.3,5,270,0.00,15,15,0,6
Madrid History 2012,581525,2012-05-28-21,2012-05-28-22,66.6,38.6,51.7,36,929.3,33,66.6,66.6,6,290,0.00,0,0,0,7
Madrid History 2012,581525,2012-05-28-22,2012-05-28-23,64.3,40.6,50.4,42,929.6,13,64.3,64.3,5,300,0.00,0,0,0,6
Madrid History 2012,581525,2012-05-28-23,2012-05-29-00,62.1,42.2,50.4,48,929.9,1,62.1,62.1,5,320,0.00,0,0,0,6
Madrid History 2012,581525,2012-05-29-00,2012-05-29-01,60.1,43.1,50.0,53,930.1,3,60.1,60.1,4,340,0.00,0,0,0,5
Madrid History 2012,581525,2012-05-29-01,2012-05-29-02,59.3,42.2,50.0,53,930.7,3,58.9,58.9,5,20,0.00,0,0,0,6
Madrid History 2012,581525,2012-05-29-02,2012-05-29-03,56.9,42.1,47.9,58,930.8,5,56.6,56.6,4,20,0.00,0,0,0,5
Madrid History 2012,581525,2012-05-29-03,2012-05-29-04,55.5,42.1,48.5,61,930.8,22,54.8,54.8,4,30,0.00,0,0,0,5
Madrid History 2012,581525,2012-05-29-04,2012-05-29-05,54.5,42.1,47.3,63,931.0,36,53.7,53.7,4,30,0.00,0,0,0,5
Madrid History 2012,581525,2012-05-29-05,2012-05-29-06,53.8,42.3,47.7,65,931.3,37,52.9,52.9,4,30,0.00,0,0,0,5
Madrid History 2012,581525,2012-05-29-06,2012-05-29-07,58.1,43.2,49.5,58,931.6,26,58.1,58.1,3,30,0.00,53,39,131,3
Madrid History 2012,581525,2012-05-29-07,2012-05-29-08,61.2,46.3,52.5,58,935.4,13,60.7,60.7,6,70,0.00,227,75,518,7
Madrid History 2012,581525,2012-05-29-08,2012-05-29-09,66.5,49.8,56.4,55,935.4,18,66.5,66.5,2,0,0.00,426,92,704,2
Madrid History 2012,581525,2012-05-29-09,2012-05-29-10,72.9,44.9,56.0,37,931.6,21,72.9,75.3,2,170,0.00,617,114,787,2
Madrid History 2012,581525,2012-05-29-10,2012-05-29-11,76.3,42.4,56.5,30,931.6,23,76.3,76.3,4,210,0.00,781,147,817,5
Madrid History 2012,581525,2012-05-29-11,2012-05-29-12,78.8,40.2,57.2,25,931.5,42,78.8,78.8,5,220,0.00,905,170,837,6
Madrid History 2012,581525,2012-05-29-12,2012-05-29-13,80.8,38.8,57.3,22,931.3,67,80.8,80.8,5,230,0.00,974,171,860,6
Madrid History 2012,581525,2012-05-29-13,2012-05-29-14,81.0,42.0,58.4,25,931.3,48,81.0,81.0,6,240,0.00,973,181,838,7
Madrid History 2012,581525,2012-05-29-14,2012-05-29-15,82.2,41.5,58.1,24,930.8,2,82.2,82.2,5,250,0.00,943,174,848,6
Madrid History 2012,581525,2012-05-29-15,2012-05-29-16,82.7,40.8,58.5,22,930.4,2,82.7,82.7,5,250,0.00,854,158,845,6
Madrid History 2012,581525,2012-05-29-16,2012-05-29-17,82.2,40.1,57.3,22,930.3,6,82.2,82.2,5,250,0.00,715,119,850,6
Madrid History 2012,581525,2012-05-29-17,2012-05-29-18,81.1,39.6,57.7,23,930.3,8,81.1,81.1,5,250,0.00,540,96,812,6
Madrid History 2012,581525,2012-05-29-18,2012-05-29-19,79.0,40.4,57.2,25,930.5,19,79.0,79.0,5,250,0.00,344,78,717,6
Madrid History 2012,581525,2012-05-29-19,2012-05-29-20,73.0,40.6,54.2,31,930.4,31,73.0,74.5,5,240,0.00,151,64,464,6
Madrid History 2012,581525,2012-05-29-20,2012-05-29-21,67.3,38.5,51.4,35,930.8,28,67.3,67.3,5,260,0.00,15,15,0,6
Madrid History 2012,581525,2012-05-29-21,2012-05-29-22,64.0,38.3,49.7,39,931.4,29,64.0,64.0,5,280,0.00,0,0,0,6
Madrid History 2012,581525,2012-05-29-22,2012-05-29-23,61.7,38.8,49.3,43,931.8,43,61.7,61.7,4,300,0.00,0,0,0,5
Madrid History 2012,581525,2012-05-29-23,2012-05-30-00,61.2,39.3,49.5,44,932.1,67,61.2,61.2,4,320,0.00,0,0,0,5
Madrid History 2012,581525,2012-05-30-00,2012-05-30-01,60.9,39.8,49.9,46,932.3,85,60.9,60.9,4,340,0.00,0,0,0,5
Madrid History 2012,581525,2012-05-30-01,2012-05-30-02,59.2,40.4,49.3,50,932.4,97,59.2,59.2,3,340,0.00,0,0,0,3
Madrid History 2012,581525,2012-05-30-02,2012-05-30-03,59.3,40.5,49.3,50,932.5,98,59.3,59.3,4,360,0.00,0,0,0,5
Madrid History 2012,581525,2012-05-30-03,2012-05-30-04,59.3,40.6,49.3,50,932.5,98,59.1,59.1,4,0,0.00,0,0,0,5
Madrid History 2012,581525,2012-05-30-04,2012-05-30-05,59.4,40.6,49.3,50,932.9,100,59.2,59.2,4,10,0.00,0,0,0,5
Madrid History 2012,581525,2012-05-30-05,2012-05-30-06,59.4,40.6,49.3,50,933.3,99,59.2,59.2,4,20,0.00,0,0,0,5
Madrid History 2012,581525,2012-05-30-06,2012-05-30-07,62.7,41.7,51.4,46,933.8,99,62.7,62.7,4,20,0.00,40,37,18,5
Madrid History 2012,581525,2012-05-30-07,2012-05-30-08,64.8,40.7,51.6,41,934.4,98,64.8,64.8,3,30,0.00,158,121,126,3
Madrid History 2012,581525,2012-05-30-08,2012-05-30-09,71.8,41.7,55.1,34,934.4,97,71.8,74.5,1,100,0.00,331,194,290,1
Madrid History 2012,581525,2012-05-30-09,2012-05-30-10,73.8,47.9,58.2,40,938.2,95,73.8,76.0,5,110,0.00,527,236,455,6
Madrid History 2012,581525,2012-05-30-10,2012-05-30-11,77.4,47.8,59.4,35,938.2,92,77.4,77.4,2,360,0.00,715,228,626,2
Madrid History 2012,581525,2012-05-30-11,2012-05-30-12,80.8,47.3,60.6,31,937.3,94,80.8,80.8,1,340,0.00,850,230,706,1
Madrid History 2012,581525,2012-05-30-12,2012-05-30-13,80.9,46.2,59.9,29,939.0,88,80.9,80.9,6,200,0.00,933,206,777,7
Madrid History 2012,581525,2012-05-30-13,2012-05-30-14,84.4,44.5,60.8,25,938.1,83,84.4,84.4,4,190,0.00,965,188,821,5
Madrid History 2012,581525,2012-05-30-14,2012-05-30-15,84.5,46.1,61.2,26,938.1,78,84.5,84.5,6,210,0.00,943,183,836,7
Madrid History 2012,581525,2012-05-30-15,2012-05-30-16,86.1,46.2,62.0,25,938.1,72,86.1,86.1,1,360,0.00,854,171,827,1
Madrid History 2012,581525,2012-05-30-16,2012-05-30-17,84.7,44.1,60.4,24,937.2,37,84.7,84.7,1,20,0.00,715,122,844,1
Madrid History 2012,581525,2012-05-30-17,2012-05-30-18,84.2,44.4,60.8,25,937.2,35,84.2,84.2,3,240,0.00,540,97,808,3
Madrid History 2012,581525,2012-05-30-18,2012-05-30-19,83.6,43.0,59.3,24,937.2,44,83.6,83.6,2,360,0.00,345,79,714,2
Madrid History 2012,581525,2012-05-30-19,2012-05-30-20,83.1,44.3,59.6,25,937.2,44,83.1,83.1,2,360,0.00,154,68,452,2
Madrid History 2012,581525,2012-05-30-20,2012-05-30-21,63.7,34.8,48.5,34,933.0,33,63.7,63.7,2,300,0.00,16,16,0,2
Madrid History 2012,581525,2012-05-30-21,2012-05-30-22,61.8,37.4,48.6,40,933.4,23,61.8,61.8,2,340,0.00,0,0,0,2
Madrid History 2012,581525,2012-05-30-22,2012-05-30-23,61.4,35.1,47.9,37,934.0,22,61.4,61.4,3,40,0.00,0,0,0,3
Madrid History 2012,581525,2012-05-30-23,2012-05-31-00,63.2,36.1,49.0,36,934.4,29,63.2,63.2,4,60,0.00,0,0,0,5
Madrid History 2012,581525,2012-05-31-00,2012-05-31-01,64.3,37.0,49.0,36,934.9,18,64.3,64.3,5,70,0.00,0,0,0,6
Madrid History 2012,581525,2012-05-31-01,2012-05-31-02,62.3,38.0,48.8,41,934.8,19,62.3,62.3,5,80,0.00,0,0,0,6
Madrid History 2012,581525,2012-05-31-02,2012-05-31-03,60.9,38.3,49.3,43,934.7,32,60.9,60.9,5,80,0.00,0,0,0,6
Madrid History 2012,581525,2012-05-31-03,2012-05-31-04,60.3,38.4,48.1,44,934.7,41,60.0,60.0,5,70,0.00,0,0,0,6
Madrid History 2012,581525,2012-05-31-04,2012-05-31-05,59.8,38.3,48.3,45,935.0,56,59.4,59.4,5,60,0.00,0,0,0,6
