SiteId,WsWaIdx,DateHrGmt,DateHrLwt,Tsfc_F,Tdew_F,Twet_F,Rh_PCT,Psfc_MB,CldCov_PCT,Twc_F,Tapp_F,Spd_KTS,Dir_DEG,PcpPrevHr_IN,DnSol_WsqM,DiffHorz_WsqM,DirNormIr_WsqM,Spd_MPH
Madrid History 2012,581525,2012-03-20-23,2012-03-21-00,38.5,30.8,34.2,74,938.8,100,33.2,33.2,6,0,0.01,0,0,0,7
Madrid History 2012,581525,2012-03-21-00,2012-03-21-01,37.8,30.9,34.4,76,938.3,100,32.1,32.1,7,360,0.01,0,0,0,8
Madrid History 2012,581525,2012-03-21-01,2012-03-21-02,37.5,30.4,34.4,76,935.7,100,30.4,30.4,9,0,0.04,0,0,0,10
Madrid History 2012,581525,2012-03-21-02,2012-03-21-03,36.4,31.3,33.4,82,935.0,100,28.8,28.8,9,0,0.03,0,0,0,10
Madrid History 2012,581525,2012-03-21-03,2012-03-21-04,35.6,32.1,32.2,87,933.9,100,27.4,27.4,10,350,0.04,0,0,0,12
Madrid History 2012,581525,2012-03-21-04,2012-03-21-05,35.0,32.4,32.6,90,933.7,100,27.1,27.1,9,340,0.04,0,0,0,10
Madrid History 2012,581525,2012-03-21-05,2012-03-21-06,34.5,32.5,32.9,93,933.2,100,26.8,26.8,9,340,0.04,0,0,0,10
Madrid History 2012,581525,2012-03-21-06,2012-03-21-07,34.1,32.6,33.1,95,933.1,100,26.8,26.8,8,340,0.04,0,0,0,9
Madrid History 2012,581525,2012-03-21-07,2012-03-21-08,33.8,32.5,31.6,96,934.0,100,26.7,26.7,7,340,0.06,3,3,0,8
Madrid History 2012,581525,2012-03-21-08,2012-03-21-09,33.9,33.7,33.6,100,934.5,100,23.8,23.8,13,30,0.03,28,28,0,15
Madrid History 2012,581525,2012-03-21-09,2012-03-21-10,33.9,33.7,33.6,100,935.5,100,25.1,25.1,11,30,0.03,65,65,0,13
Madrid History 2012,581525,2012-03-21-10,2012-03-21-11,32.3,32.1,32.0,100,935.5,100,25.4,25.4,7,60,0.02,119,119,0,8
Madrid History 2012,581525,2012-03-21-11,2012-03-21-12,35.7,35.5,35.5,100,935.5,97,30.3,30.3,6,60,0.02,176,175,1,7
Madrid History 2012,581525,2012-03-21-12,2012-03-21-13,35.8,35.6,35.5,100,935.5,97,34.6,34.6,2,90,0.02,250,245,6,2
Madrid History 2012,581525,2012-03-21-13,2012-03-21-14,34.1,33.8,33.6,100,935.5,98,30.0,30.0,4,120,0.02,336,320,22,5
Madrid History 2012,581525,2012-03-21-14,2012-03-21-15,37.6,37.3,37.2,99,935.5,93,33.1,33.1,5,190,0.00,293,284,12,6
Madrid History 2012,581525,2012-03-21-15,2012-03-21-16,38.4,37.4,37.0,97,935.6,91,34.4,34.4,5,180,0.00,281,270,17,6
Madrid History 2012,581525,2012-03-21-16,2012-03-21-17,35.9,35.6,35.4,99,935.5,89,29.6,29.6,7,160,0.00,239,223,31,8
Madrid History 2012,581525,2012-03-21-17,2012-03-21-18,34.6,34.2,33.5,99,935.7,89,28.9,28.9,6,150,0.00,164,151,37,7
Madrid History 2012,581525,2012-03-21-18,2012-03-21-19,31.5,31.1,31.9,99,935.6,78,27.4,27.4,4,140,0.00,82,69,77,5
Madrid History 2012,581525,2012-03-21-19,2012-03-21-20,31.4,31.0,31.9,99,935.9,59,29.3,29.3,2,140,0.00,0,0,0,2
Madrid History 2012,581525,2012-03-21-20,2012-03-21-21,33.9,33.1,33.3,97,935.3,55,33.9,33.9,1,120,0.00,0,0,0,1
Madrid History 2012,581525,2012-03-21-21,2012-03-21-22,33.2,32.4,31.7,97,935.8,43,32.3,32.3,2,130,0.00,0,0,0,2
Madrid History 2012,581525,2012-03-21-22,2012-03-21-23,31.9,31.1,31.7,97,936.2,35,30.1,30.1,2,140,0.00,0,0,0,2
Madrid History 2012,581525,2012-03-21-23,2012-03-22-00,30.5,29.7,31.7,97,936.6,23,28.8,28.8,2,140,0.00,0,0,0,2
Madrid History 2012,581525,2012-03-22-00,2012-03-22-01,28.0,27.2,28.2,98,937.0,6,27.1,27.1,2,140,0.00,0,0,0,2
Madrid History 2012,581525,2012-03-22-01,2012-03-22-02,27.9,27.2,28.2,98,937.2,3,26.1,26.1,2,160,0.00,0,0,0,2
Madrid History 2012,581525,2012-03-22-02,2012-03-22-03,27.3,26.6,28.2,98,936.9,5,26.4,26.4,1,150,0.00,0,0,0,1
Madrid History 2012,581525,2012-03-22-03,2012-03-22-04,27.1,26.6,28.2,98,936.5,20,27.1,27.1,1,150,0.00,0,0,0,1
Madrid History 2012,581525,2012-03-22-04,2012-03-22-05,27.7,27.2,28.2,98,936.5,41,27.7,27.7,1,120,0.00,0,0,0,1
Madrid History 2012,581525,2012-03-22-05,2012-03-22-06,29.3,28.8,30.1,99,936.6,60,29.3,29.3,1,80,0.00,0,0,0,1
Madrid History 2012,581525,2012-03-22-06,2012-03-22-07,30.9,30.1,31.8,98,936.9,68,29.3,29.3,2,50,0.00,0,0,0,2
Madrid History 2012,581525,2012-03-22-07,2012-03-22-08,34.7,33.6,33.2,96,937.6,74,32.1,32.1,3,40,0.00,12,12,0,3
Madrid History 2012,581525,2012-03-22-08,2012-03-22-09,35.9,35.5,35.4,99,939.2,67,34.9,34.9,2,0,0.00,108,93,67,2
Madrid History 2012,581525,2012-03-22-09,2012-03-22-10,41.3,33.9,37.7,75,940.1,41,41.3,41.3,1,260,0.00,261,195,159,1
Madrid History 2012,581525,2012-03-22-10,2012-03-22-11,43.2,32.2,38.0,65,940.1,3,43.2,43.2,1,360,0.00,508,218,510,1
Madrid History 2012,581525,2012-03-22-11,2012-03-22-12,47.2,32.1,39.8,56,939.5,0,47.2,47.2,1,300,0.00,712,118,871,1
Madrid History 2012,581525,2012-03-22-12,2012-03-22-13,53.9,34.3,44.3,47,938.0,0,53.9,53.9,3,220,0.00,803,130,895,3
Madrid History 2012,581525,2012-03-22-13,2012-03-22-14,55.5,32.6,44.8,42,937.8,0,55.5,55.5,3,230,0.00,833,130,912,3
Madrid History 2012,581525,2012-03-22-14,2012-03-22-15,52.1,33.8,43.2,49,940.0,0,51.1,51.1,4,360,0.00,798,126,910,5
Madrid History 2012,581525,2012-03-22-15,2012-03-22-16,52.1,32.0,42.7,46,939.1,0,52.1,52.1,2,360,0.00,701,88,935,2
Madrid History 2012,581525,2012-03-22-16,2012-03-22-17,55.4,32.0,44.6,41,939.1,0,55.4,55.4,2,360,0.00,552,99,857,2
Madrid History 2012,581525,2012-03-22-17,2012-03-22-18,56.7,32.1,44.2,39,939.2,0,56.7,56.7,3,250,0.00,364,84,761,3
Madrid History 2012,581525,2012-03-22-18,2012-03-22-19,54.6,32.2,43.4,42,939.2,0,54.6,54.6,2,0,0.00,158,63,522,2
Madrid History 2012,581525,2012-03-22-19,2012-03-22-20,40.4,31.8,35.5,71,937.1,0,37.5,37.5,4,180,0.00,0,0,0,5
Madrid History 2012,581525,2012-03-22-20,2012-03-22-21,37.7,31.9,34.9,80,937.4,4,35.4,35.4,3,170,0.00,0,0,0,3
Madrid History 2012,581525,2012-03-22-21,2012-03-22-22,35.5,30.3,31.9,82,937.6,9,34.4,34.4,2,150,0.00,0,0,0,2
Madrid History 2012,581525,2012-03-22-22,2012-03-22-23,34.9,29.9,31.9,82,938.0,9,34.2,34.2,2,130,0.00,0,0,0,2
Madrid History 2012,581525,2012-03-22-23,2012-03-23-00,34.6,29.5,31.9,82,938.0,11,33.3,33.3,2,110,0.00,0,0,0,2
Madrid History 2012,581525,2012-03-23-00,2012-03-23-01,34.5,29.5,31.9,82,937.7,20,32.3,32.3,3,90,0.00,0,0,0,3
Madrid History 2012,581525,2012-03-23-01,2012-03-23-02,34.9,30.0,32.0,83,936.8,37,32.0,32.0,3,70,0.00,0,0,0,3
Madrid History 2012,581525,2012-03-23-02,2012-03-23-03,34.8,30.1,32.0,83,936.3,46,31.6,31.6,3,70,0.00,0,0,0,3
Madrid History 2012,581525,2012-03-23-03,2012-03-23-04,34.5,30.0,31.9,84,935.9,45,31.3,31.3,3,70,0.00,0,0,0,3
Madrid History 2012,581525,2012-03-23-04,2012-03-23-05,33.4,29.1,30.5,85,936.1,50,30.6,30.6,3,80,0.00,0,0,0,3
Madrid History 2012,581525,2012-03-23-05,2012-03-23-06,32.5,28.4,30.5,85,936.2,47,29.9,29.9,3,80,0.00,0,0,0,3
Madrid History 2012,581525,2012-03-23-06,2012-03-23-07,32.4,28.2,30.5,85,936.3,30,29.7,29.7,3,80,0.00,0,0,0,3
Madrid History 2012,581525,2012-03-23-07,2012-03-23-08,37.4,30.0,32.6,75,936.8,24,34.1,34.1,4,70,0.00,20,19,17,5
Madrid History 2012,581525,2012-03-23-08,2012-03-23-09,45.2,31.8,38.7,59,936.7,32,43.2,43.2,4,70,0.00,185,58,531,5
Madrid History 2012,581525,2012-03-23-09,2012-03-23-10,50.2,35.4,43.1,57,939.1,66,50.2,50.2,2,0,0.00,391,83,733,2
Madrid History 2012,581525,2012-03-23-10,2012-03-23-11,53.8,33.7,44.1,46,939.1,80,53.8,53.8,1,20,0.00,561,110,788,1
Madrid History 2012,581525,2012-03-23-11,2012-03-23-12,57.6,32.3,45.4,38,936.0,86,57.0,57.0,5,110,0.00,686,144,789,6
Madrid History 2012,581525,2012-03-23-12,2012-03-23-13,60.0,32.3,46.1,35,935.5,99,59.7,59.7,5,110,0.00,758,177,768,6
Madrid History 2012,581525,2012-03-23-13,2012-03-23-14,59.2,32.1,46.3,36,938.2,96,59.2,59.2,4,130,0.00,765,206,721,5
Madrid History 2012,581525,2012-03-23-14,2012-03-23-15,60.9,32.1,47.2,34,938.1,90,60.9,60.9,2,100,0.00,708,220,657,2
Madrid History 2012,581525,2012-03-23-15,2012-03-23-16,62.6,30.5,46.2,30,937.2,78,62.6,62.6,4,100,0.00,610,180,652,5
Madrid History 2012,581525,2012-03-23-16,2012-03-23-17,62.5,29.1,45.8,28,937.2,66,62.5,62.5,4,130,0.00,509,95,777,5
Madrid History 2012,581525,2012-03-23-17,2012-03-23-18,52.7,32.3,42.7,46,936.5,63,52.0,52.0,3,120,0.00,349,76,736,3
Madrid History 2012,581525,2012-03-23-18,2012-03-23-19,47.5,34.8,40.6,61,936.4,70,44.8,44.8,5,140,0.00,149,56,500,6
Madrid History 2012,581525,2012-03-23-19,2012-03-23-20,46.2,35.8,39.9,67,936.1,80,43.3,43.3,5,130,0.00,0,0,0,6
Madrid History 2012,581525,2012-03-23-20,2012-03-23-21,45.2,37.8,41.2,76,934.1,79,42.2,42.2,5,120,0.00,0,0,0,6
Madrid History 2012,581525,2012-03-23-21,2012-03-23-22,43.8,37.8,40.0,79,934.4,74,40.6,40.6,5,110,0.00,0,0,0,6
Madrid History 2012,581525,2012-03-23-22,2012-03-23-23,41.8,37.2,38.9,84,934.9,70,39.0,39.0,4,110,0.00,0,0,0,5
Madrid History 2012,581525,2012-03-23-23,2012-03-24-00,40.4,36.6,37.4,86,935.4,62,37.8,37.8,3,90,0.00,0,0,0,3
Madrid History 2012,581525,2012-03-24-00,2012-03-24-01,39.4,35.6,37.5,87,935.7,55,36.5,36.5,4,80,0.00,0,0,0,5
Madrid History 2012,581525,2012-03-24-01,2012-03-24-02,39.8,35.7,37.4,86,935.4,47,36.5,36.5,4,80,0.00,0,0,0,5
Madrid History 2012,581525,2012-03-24-02,2012-03-24-03,39.2,34.4,37.0,83,935.1,29,35.4,35.4,4,70,0.00,0,0,0,5
Madrid History 2012,581525,2012-03-24-03,2012-03-24-04,37.6,32.5,35.2,82,934.9,36,33.9,33.9,4,70,0.00,0,0,0,5
Madrid History 2012,581525,2012-03-24-04,2012-03-24-05,36.0,30.6,33.3,81,935.0,45,32.5,32.5,4,60,0.00,0,0,0,5
Madrid History 2012,581525,2012-03-24-05,2012-03-24-06,34.7,29.1,31.7,80,935.3,56,31.5,31.5,3,60,0.00,0,0,0,3
Madrid History 2012,581525,2012-03-24-06,2012-03-24-07,34.4,28.4,31.5,79,935.6,53,31.3,31.3,3,60,0.00,0,0,0,3
Madrid History 2012,581525,2012-03-24-07,2012-03-24-08,39.1,29.0,33.3,67,936.0,51,37.0,37.0,3,60,0.00,23,20,63,3
Madrid History 2012,581525,2012-03-24-08,2012-03-24-09,47.2,29.5,38.9,50,936.2,46,45.5,45.5,4,80,0.00,189,60,529,5
Madrid History 2012,581525,2012-03-24-09,2012-03-24-10,52.0,37.0,44.7,57,939.1,42,52.0,52.0,1,10,0.00,397,83,740,1
Madrid History 2012,581525,2012-03-24-10,2012-03-24-11,55.9,38.0,46.6,51,938.8,41,55.9,55.9,0,90,0.00,584,102,834,0
Madrid History 2012,581525,2012-03-24-11,2012-03-24-12,57.4,37.2,47.2,47,940.0,39,57.1,57.1,4,130,0.00,728,120,879,5
Madrid History 2012,581525,2012-03-24-12,2012-03-24-13,59.3,37.3,48.1,44,940.0,24,59.3,59.3,3,160,0.00,819,136,897,3
Madrid History 2012,581525,2012-03-24-13,2012-03-24-14,61.1,37.2,48.8,41,938.8,9,61.1,61.1,4,140,0.00,847,142,905,5
Madrid History 2012,581525,2012-03-24-14,2012-03-24-15,65.6,34.6,49.3,32,935.7,18,65.6,65.6,3,120,0.00,812,129,915,3
Madrid History 2012,581525,2012-03-24-15,2012-03-24-16,65.8,35.1,49.3,32,934.9,18,65.8,65.8,4,120,0.00,712,115,900,5
Madrid History 2012,581525,2012-03-24-16,2012-03-24-17,63.9,37.8,49.5,38,935.0,13,63.9,63.9,3,140,0.00,560,103,852,3
Madrid History 2012,581525,2012-03-24-17,2012-03-24-18,54.4,38.1,45.6,54,935.2,20,54.4,54.4,3,170,0.00,370,87,755,3
Madrid History 2012,581525,2012-03-24-18,2012-03-24-19,63.5,32.9,48.0,32,938.3,26,63.5,63.5,6,200,0.00,164,64,529,7
Madrid History 2012,581525,2012-03-24-19,2012-03-24-20,61.7,33.0,47.2,34,939.2,29,61.7,61.7,5,200,0.00,15,15,0,6
Madrid History 2012,581525,2012-03-24-20,2012-03-24-21,44.4,37.1,39.5,76,936.7,39,43.3,43.3,3,190,0.00,0,0,0,3
Madrid History 2012,581525,2012-03-24-21,2012-03-24-22,42.9,36.6,40.0,79,937.0,57,41.7,41.7,3,170,0.00,0,0,0,3
Madrid History 2012,581525,2012-03-24-22,2012-03-24-23,42.7,35.6,37.9,76,937.3,69,40.8,40.8,3,140,0.00,0,0,0,3
Madrid History 2012,581525,2012-03-24-23,2012-03-25-00,42.5,34.9,37.6,74,937.7,83,40.0,40.0,4,120,0.00,0,0,0,5
Madrid History 2012,581525,2012-03-25-00,2012-03-25-01,42.1,34.6,37.7,75,937.9,100,39.5,39.5,4,110,0.00,0,0,0,5
Madrid History 2012,581525,2012-03-25-01,2012-03-25-02,40.1,33.7,36.4,78,938.5,96,38.3,38.3,3,100,0.00,0,0,0,3
Madrid History 2012,581525,2012-03-25-02,2012-03-25-03,38.8,33.5,35.1,81,938.6,79,38.3,38.3,2,50,0.00,0,0,0,2
Madrid History 2012,581525,2012-03-25-03,2012-03-25-04,38.0,32.7,35.1,81,938.3,58,37.0,37.0,2,20,0.00,0,0,0,2
Madrid History 2012,581525,2012-03-25-04,2012-03-25-05,37.3,31.8,33.3,81,938.2,64,35.9,35.9,2,30,0.00,0,0,0,2
Madrid History 2012,581525,2012-03-25-05,2012-03-25-06,36.8,31.4,33.3,81,938.2,69,35.1,35.1,2,40,0.00,0,0,0,2
Madrid History 2012,581525,2012-03-25-06,2012-03-25-07,36.9,31.2,33.2,80,938.3,70,35.0,35.0,2,50,0.00,0,0,0,2
Madrid History 2012,581525,2012-03-25-07,2012-03-25-08,41.5,30.9,36.5,66,939.1,68,40.6,40.6,2,50,0.00,24,21,52,2
Madrid History 2012,581525,2012-03-25-08,2012-03-25-09,50.2,32.0,41.9,50,941.9,74,49.7,49.7,3,350,0.00,184,87,389,3
Madrid History 2012,581525,2012-03-25-09,2012-03-25-10,57.3,32.1,45.4,38,941.9,78,57.3,57.3,1,40,0.00,383,100,659,1
Madrid History 2012,581525,2012-03-25-10,2012-03-25-11,59.2,30.5,45.6,33,941.9,78,59.2,59.2,3,160,0.00,561,109,776,3
Madrid History 2012,581525,2012-03-25-11,2012-03-25-12,62.3,30.1,46.0,29,940.9,82,62.3,62.3,3,150,0.00,699,129,817,3
Madrid History 2012,581525,2012-03-25-12,2012-03-25-13,64.1,29.1,46.8,27,940.0,80,64.1,64.1,4,160,0.00,788,133,855,5
Madrid History 2012,581525,2012-03-25-13,2012-03-25-14,65.6,29.3,47.5,25,938.9,84,65.6,65.6,4,170,0.00,820,126,886,5
Madrid History 2012,581525,2012-03-25-14,2012-03-25-15,64.6,32.0,48.6,29,941.0,74,64.6,64.6,5,140,0.00,783,117,888,6
Madrid History 2012,581525,2012-03-25-15,2012-03-25-16,64.2,32.2,47.5,30,940.0,67,64.2,64.2,4,140,0.00,693,115,866,5
Madrid History 2012,581525,2012-03-25-16,2012-03-25-17,63.0,35.2,48.8,35,939.1,58,63.0,63.0,3,140,0.00,548,97,836,3
Madrid History 2012,581525,2012-03-25-17,2012-03-25-18,67.3,30.9,49.0,26,940.0,53,67.3,67.3,4,180,0.00,365,61,801,5
Madrid History 2012,581525,2012-03-25-18,2012-03-25-19,65.2,29.7,47.8,26,940.0,38,65.2,65.2,3,170,0.00,164,52,576,3
Madrid History 2012,581525,2012-03-25-19,2012-03-25-20,62.1,33.1,47.2,34,939.7,40,62.1,62.1,5,160,0.00,16,16,0,6
Madrid History 2012,581525,2012-03-25-20,2012-03-25-21,47.1,35.9,41.2,65,936.1,51,45.4,45.4,4,180,0.00,0,0,0,5
Madrid History 2012,581525,2012-03-25-21,2012-03-25-22,48.1,30.6,39.0,51,936.9,58,45.3,45.3,5,160,0.00,0,0,0,6
Madrid History 2012,581525,2012-03-25-22,2012-03-25-23,45.6,31.2,38.4,57,937.8,58,42.6,42.6,5,140,0.00,0,0,0,6
Madrid History 2012,581525,2012-03-25-23,2012-03-26-00,42.7,33.2,36.9,69,938.4,50,39.8,39.8,4,130,0.00,0,0,0,5
Madrid History 2012,581525,2012-03-26-00,2012-03-26-01,40.2,32.1,35.8,73,938.7,44,37.9,37.9,3,100,0.00,0,0,0,3
Madrid History 2012,581525,2012-03-26-01,2012-03-26-02,38.9,31.4,34.3,75,938.4,34,36.4,36.4,3,100,0.00,0,0,0,3
Madrid History 2012,581525,2012-03-26-02,2012-03-26-03,37.6,30.5,34.4,76,938.0,32,35.7,35.7,3,80,0.00,0,0,0,3
Madrid History 2012,581525,2012-03-26-03,2012-03-26-04,36.6,29.9,32.8,77,937.6,39,35.0,35.0,2,70,0.00,0,0,0,2
Madrid History 2012,581525,2012-03-26-04,2012-03-26-05,35.4,28.7,31.3,77,937.5,41,33.9,33.9,2,70,0.00,0,0,0,2
Madrid History 2012,581525,2012-03-26-05,2012-03-26-06,34.9,27.6,31.1,75,937.4,43,33.1,33.1,2,60,0.00,0,0,0,2
Madrid History 2012,581525,2012-03-26-06,2012-03-26-07,35.1,27.0,30.8,72,937.6,39,32.6,32.6,3,50,0.00,0,0,0,3
Madrid History 2012,581525,2012-03-26-07,2012-03-26-08,46.6,21.5,36.7,37,941.1,28,45.6,45.6,3,310,0.00,28,23,89,3
Madrid History 2012,581525,2012-03-26-08,2012-03-26-09,52.0,21.0,39.4,29,940.8,28,52.0,52.0,1,230,0.00,201,59,559,1
Madrid History 2012,581525,2012-03-26-09,2012-03-26-10,55.5,26.6,42.9,33,941.1,40,54.4,54.4,5,100,0.00,409,69,782,6
Madrid History 2012,581525,2012-03-26-10,2012-03-26-11,57.4,26.6,43.6,30,941.9,54,56.1,56.1,6,110,0.00,592,85,863,7
Madrid History 2012,581525,2012-03-26-11,2012-03-26-12,60.9,26.6,45.5,27,941.9,57,60.4,60.4,6,110,0.00,733,101,900,7
Madrid History 2012,581525,2012-03-26-12,2012-03-26-13,59.2,23.3,43.8,25,941.9,56,59.2,59.2,3,130,0.00,820,110,921,3
Madrid History 2012,581525,2012-03-26-13,2012-03-26-14,60.7,24.8,43.8,25,940.6,67,60.7,60.7,4,130,0.00,841,113,924,5
Madrid History 2012,581525,2012-03-26-14,2012-03-26-15,62.7,26.8,46.3,25,941.0,81,62.7,62.7,5,130,0.00,794,111,905,6
Madrid History 2012,581525,2012-03-26-15,2012-03-26-16,64.6,30.0,48.0,27,936.8,84,64.6,64.6,5,130,0.00,677,112,842,6
Madrid History 2012,581525,2012-03-26-16,2012-03-26-17,60.9,25.3,45.3,26,940.0,87,60.9,60.9,4,170,0.00,518,99,771,5
Madrid History 2012,581525,2012-03-26-17,2012-03-26-18,60.5,25.6,44.0,26,940.0,87,60.5,60.5,3,110,0.00,328,84,638,3
Madrid History 2012,581525,2012-03-26-18,2012-03-26-19,54.0,26.8,42.0,35,939.8,84,53.5,53.5,3,130,0.00,138,55,420,3
Madrid History 2012,581525,2012-03-26-19,2012-03-26-20,58.4,27.2,43.6,30,940.1,91,58.4,58.4,2,0,0.00,14,14,0,2
Madrid History 2012,581525,2012-03-26-20,2012-03-26-21,47.9,32.5,39.7,55,938.1,93,45.3,45.3,5,140,0.00,0,0,0,6
Madrid History 2012,581525,2012-03-26-21,2012-03-26-22,46.6,32.8,40.3,59,938.8,94,43.7,43.7,5,130,0.00,0,0,0,6
Madrid History 2012,581525,2012-03-26-22,2012-03-26-23,44.7,32.5,39.2,62,939.3,69,41.9,41.9,4,110,0.00,0,0,0,5
Madrid History 2012,581525,2012-03-26-23,2012-03-27-00,43.0,32.2,38.1,66,939.7,61,40.3,40.3,4,90,0.00,0,0,0,5
Madrid History 2012,581525,2012-03-27-00,2012-03-27-01,41.3,32.6,37.2,71,939.8,30,38.6,38.6,4,80,0.00,0,0,0,5
Madrid History 2012,581525,2012-03-27-01,2012-03-27-02,39.7,32.6,36.1,76,939.3,0,37.2,37.2,3,80,0.00,0,0,0,3
Madrid History 2012,581525,2012-03-27-02,2012-03-27-03,38.2,32.1,34.8,79,939.2,1,36.0,36.0,3,70,0.00,0,0,0,3
Madrid History 2012,581525,2012-03-27-03,2012-03-27-04,37.4,31.0,34.7,78,939.1,1,35.1,35.1,3,70,0.00,0,0,0,3
Madrid History 2012,581525,2012-03-27-04,2012-03-27-05,36.5,30.7,33.1,79,939.2,0,34.2,34.2,3,70,0.00,0,0,0,3
Madrid History 2012,581525,2012-03-27-05,2012-03-27-06,35.5,30.1,31.7,80,939.4,1,33.0,33.0,3,60,0.00,0,0,0,3
Madrid History 2012,581525,2012-03-27-06,2012-03-27-07,35.7,29.4,33.0,78,939.7,0,32.8,32.8,3,60,0.00,0,0,0,3
Madrid History 2012,581525,2012-03-27-07,2012-03-27-08,44.8,25.1,36.7,46,942.9,0,41.7,41.7,5,40,0.00,31,24,102,6
Madrid History 2012,581525,2012-03-27-08,2012-03-27-09,50.7,26.1,39.8,38,942.6,0,49.1,49.1,4,70,0.00,208,58,577,5
Madrid History 2012,581525,2012-03-27-09,2012-03-27-10,55.1,26.3,41.6,33,942.2,0,53.6,53.6,5,90,0.00,416,69,788,6
Madrid History 2012,581525,2012-03-27-10,2012-03-27-11,58.3,26.9,43.6,30,941.6,0,57.2,57.2,6,90,0.00,602,84,875,7
Madrid History 2012,581525,2012-03-27-11,2012-03-27-12,61.0,27.6,45.8,28,940.8,0,60.5,60.5,6,90,0.00,746,98,917,7
Madrid History 2012,581525,2012-03-27-12,2012-03-27-13,61.0,33.6,47.7,36,943.8,0,60.1,60.1,7,110,0.00,835,132,907,8
Madrid History 2012,581525,2012-03-27-13,2012-03-27-14,62.4,33.1,47.0,33,942.4,0,62.1,62.1,6,110,0.00,865,134,923,7
Madrid History 2012,581525,2012-03-27-14,2012-03-27-15,63.3,32.4,47.8,31,941.1,0,63.3,63.3,6,110,0.00,828,127,925,7
Madrid History 2012,581525,2012-03-27-15,2012-03-27-16,65.2,29.4,47.8,26,938.2,0,65.2,65.2,5,100,0.00,729,91,946,6
Madrid History 2012,581525,2012-03-27-16,2012-03-27-17,63.8,31.3,47.3,29,938.2,0,63.8,63.8,4,110,0.00,577,77,912,5
Madrid History 2012,581525,2012-03-27-17,2012-03-27-18,63.9,30.7,47.3,29,941.0,0,63.0,63.0,10,120,0.00,385,68,823,12
Madrid History 2012,581525,2012-03-27-18,2012-03-27-19,63.4,29.3,46.8,27,941.1,2,63.4,63.4,3,0,0.00,177,57,603,3
Madrid History 2012,581525,2012-03-27-19,2012-03-27-20,60.1,28.9,44.9,30,941.4,3,60.1,60.1,2,50,0.00,18,18,0,2
Madrid History 2012,581525,2012-03-27-20,2012-03-27-21,45.6,31.7,38.6,58,939.1,0,43.2,43.2,4,140,0.00,0,0,0,5
Madrid History 2012,581525,2012-03-27-21,2012-03-27-22,44.9,29.4,38.0,54,939.7,0,41.9,41.9,5,120,0.00,0,0,0,6
Madrid History 2012,581525,2012-03-27-22,2012-03-27-23,42.9,29.8,37.3,60,940.2,1,40.0,40.0,4,100,0.00,0,0,0,5
Madrid History 2012,581525,2012-03-27-23,2012-03-28-00,41.4,30.0,36.2,64,940.7,0,38.4,38.4,4,80,0.00,0,0,0,5
Madrid History 2012,581525,2012-03-28-00,2012-03-28-01,40.2,30.5,35.1,68,940.8,0,37.4,37.4,4,50,0.00,0,0,0,5
Madrid History 2012,581525,2012-03-28-01,2012-03-28-02,37.3,32.0,33.3,81,940.0,0,35.7,35.7,2,80,0.00,0,0,0,2
Madrid History 2012,581525,2012-03-28-02,2012-03-28-03,36.3,31.2,33.4,82,940.0,0,34.5,34.5,2,60,0.00,0,0,0,2
Madrid History 2012,581525,2012-03-28-03,2012-03-28-04,35.5,30.5,31.9,82,940.1,0,33.5,33.5,2,60,0.00,0,0,0,2
Madrid History 2012,581525,2012-03-28-04,2012-03-28-05,35.3,30.2,31.9,82,940.1,0,32.6,32.6,3,50,0.00,0,0,0,3
Madrid History 2012,581525,2012-03-28-05,2012-03-28-06,36.0,29.7,33.0,78,940.1,0,32.5,32.5,4,40,0.00,0,0,0,5
Madrid History 2012,581525,2012-03-28-06,2012-03-28-07,37.5,29.6,34.1,73,940.1,0,33.3,33.3,5,40,0.00,0,0,0,6
Madrid History 2012,581525,2012-03-28-07,2012-03-28-08,45.8,31.3,38.4,57,939.9,0,43.0,43.0,5,30,0.00,34,26,111,6
Madrid History 2012,581525,2012-03-28-08,2012-03-28-09,48.6,28.4,39.7,46,942.8,0,44.6,44.6,8,50,0.00,218,54,618,9
Madrid History 2012,581525,2012-03-28-09,2012-03-28-10,55.4,29.3,43.6,36,939.9,0,54.3,54.3,5,60,0.00,429,66,815,6
Madrid History 2012,581525,2012-03-28-10,2012-03-28-11,59.2,28.3,45.2,31,943.8,0,57.6,57.6,8,100,0.00,615,82,894,9
Madrid History 2012,581525,2012-03-28-11,2012-03-28-12,61.8,28.8,45.8,28,942.7,0,60.9,60.9,8,100,0.00,758,96,931,9
Madrid History 2012,581525,2012-03-28-12,2012-03-28-13,64.7,27.4,47.3,24,939.3,0,64.6,64.6,7,100,0.00,845,106,950,8
Madrid History 2012,581525,2012-03-28-13,2012-03-28-14,66.0,27.1,47.0,23,938.5,0,66.0,66.0,8,100,0.00,872,108,959,9
Madrid History 2012,581525,2012-03-28-14,2012-03-28-15,64.5,33.5,49.1,31,941.9,0,64.2,64.2,8,90,0.00,833,130,923,9
Madrid History 2012,581525,2012-03-28-15,2012-03-28-16,63.9,32.2,47.5,30,940.8,0,63.7,63.7,7,100,0.00,734,115,912,8
Madrid History 2012,581525,2012-03-28-16,2012-03-28-17,62.5,32.8,47.0,33,939.8,0,62.5,62.5,6,110,0.00,582,104,868,7
Madrid History 2012,581525,2012-03-28-17,2012-03-28-18,65.7,28.8,47.5,25,939.2,0,64.9,64.9,12,90,0.00,391,70,827,14
